13965,491274,42,35.18,8.342221,439.299248,501,0.1249,0.0305,5
1498023,31207734,57,20.83,5.632328,18774.297374,15618,0.2378,0.0488,5
2164760,64685452,52,29.88,3.642164,21017.497084,21828,0.1943,0.0336,5
11790,71658,81,6.08,9.259918,453.689737,91,0.2959,0.1866,5
2164760,64685452,52,29.88,3.642164,21017.497084,21828,0.1943,0.0336,5
17730,118281,101,6.67,11.430768,716.864411,131,0.2697,0.168,5
504855,9046865,35,17.92,5.262773,1587.521823,3725,0.3719,0.056,5
1470152,44279572,172,30.12,7.126025,24408.825093,7348,0.1728,0.0333,5
23670,165401,101,6.99,12.437256,860.110942,171,0.2575,0.1603,5
504855,9046865,35,17.92,5.262773,1587.521823,3725,0.3719,0.056,5
1470152,44279572,172,30.12,7.126025,24408.825093,7348,0.1728,0.0333,5
29610,212521,101,7.18,12.998985,945.884701,211,0.2507,0.1561,5
504855,9046865,35,17.92,5.262773,1587.521823,3725,0.3719,0.056,5
643994,3418851,133,5.31,1.623172,240135.387884,112,0.4033,0.189,5
24696,887937,42,35.95,7.86678,551.696429,681,0.1226,0.029,5
504855,9046865,35,17.92,5.262773,1587.521823,3725,0.3719,0.056,5
806529,4864159,11,6.03,2.389354,12844.178249,396,0.4765,0.1659,5
35550,259641,101,7.3,13.358409,1002.994824,251,0.2464,0.1528,5
504855,9046865,35,17.92,5.262773,1587.521823,3725,0.3719,0.056,5
1219574,7382096,11,6.05,2.392382,14804.61832,472,0.4751,0.1653,5
41490,306761,101,7.39,13.608396,1043.752374,291,0.2434,0.1508,5
504855,9046865,35,17.92,5.262773,1587.521823,3725,0.3719,0.056,5
2380515,14448191,11,6.07,2.397135,24290.634737,589,0.4744,0.1648,5
47430,353881,101,7.46,13.79241,1074.301202,331,0.2412,0.1498,5
504855,9046865,35,17.92,5.262773,1587.521823,3725,0.3719,0.056,5
2911419,65320659,66,22.44,3.767729,23778.775521,10274,0.2194,0.0446,5
13965,168435,14,12.06,2.767546,438.299248,167,0.1508,0.0942,3
504855,9046865,35,17.92,5.262773,1587.521823,3725,0.3719,0.056,5
4147110,166823197,54,40.23,2.842148,30217.949051,12114,0.1092,0.0249,4
53370,401001,101,7.51,13.933558,1098.049953,371,0.2395,0.1485,5
504855,9046865,35,17.92,5.262773,1587.521823,3725,0.3719,0.056,5
742793,18940627,58,25.5,9.498683,4298.573022,6278,0.1719,0.0396,5
24696,304233,14,12.32,2.608224,550.696429,227,0.1479,0.0889,4
943695,39297771,114,41.64,14.578174,413499.932984,4632,0.1365,0.024,5
513351,10360701,201,20.18,15.737402,255119.172671,9,0.0965,0.0496,5
59310,448121,101,7.56,14.045271,1117.041747,411,0.2382,0.1475,5
503712,18660027,843,37.05,17.669186,114057.903536,1752,0.1377,0.0271,4
952203,23737339,49,24.93,11.028598,133532.357251,6734,0.2292,0.0418,5
4690002,12503753,3,2.67,0.472189,3218.734768,2502,0.5889,0.3758,5
52329,1375396,207,26.28,14.236619,3105.30742,1331,0.2472,0.0403,5
1228045,4904179,10,3.99,1.766211,43692.297135,1239,0.4795,0.2512,5
682862,2277355,100649,3.34,164.019787,215808.274938,60,0.3505,0.3004,1
10848,620313,300,57.18,49.194424,4612.203816,591,0.1101,0.0239,3
1585478,4623152,4,2.92,0.520831,75119.477303,2594,0.6679,0.3548,5
682712,1505944,210,2.21,3.788387,4797.875789,49,0.6368,0.4534,5
715176,2766523,4,3.87,0.340649,2399.956421,664,0.5045,0.26,5
23052,588933,178,25.55,19.228899,7966.237333,192,0.1852,0.0401,5
986703,36326514,42,36.82,8.881694,8964.480756,2097,0.12,0.0272,5
3428755,11901587,27,3.47,2.645941,683914.815981,273,0.472,0.2881,5
22695,686502,62,30.25,16.851636,874.909231,1267,0.1162,0.0459,5
914898,28191660,42,30.81,11.32434,6934.2245,2367,0.1361,0.0325,5
1270432,5042656,4,3.97,0.174259,21527.879426,352,0.4909,0.2524,5
503625,9027150,25,17.92,5.205891,851.865078,6765,0.3713,0.0565,5
1270432,5042656,4,3.97,0.174259,21527.879426,352,0.4909,0.2524,5
12127,28306,2303,2.33,21.023439,81.392677,15,0.6942,0.4302,5
503625,9027150,25,17.92,5.205891,851.865078,6765,0.3713,0.0565,5
1489752,5904756,4,3.96,0.188874,38176.500132,432,0.4931,0.2527,5
80209,190423,6704,2.37,29.860091,324.519717,15,0.6673,0.4214,5
503625,9027150,25,17.92,5.205891,851.865078,6765,0.3713,0.0565,5
2707524,8188837,24,3.02,1.220222,760798.082456,300,0.5695,0.3308,5
46835,1210418,97,25.84,18.278956,4374.548372,7785,0.2507,0.1015,5
503625,9027150,25,17.92,5.205891,851.865078,6765,0.3713,0.0565,5
5558326,32542244,75635,5.85,61.098276,2614327.111796,18,0.1713,0.1708,5
12328,177578,78,14.4,8.267371,3707.657852,228,0.1553,0.0794,3
503625,9027150,25,17.92,5.205891,851.865078,6765,0.3713,0.0565,5
3523317,10631719,24,3.02,1.255301,973745.710966,275,0.5702,0.3317,5
10672,219765,63,20.59,25.416372,1891.763774,65,0.0529,0.0513,5
503625,9027150,25,17.92,5.205891,851.865078,6765,0.3713,0.0565,5
1000005,2348442,807,2.35,2.479236,145668.408437,512,0.4559,0.429,5
10672,219765,63,20.59,25.416372,1891.763774,65,0.0529,0.0513,5
1508065,27090195,25,17.96,5.201973,2623.36142,8360,0.3714,0.0559,5
2987012,14804570,2425,4.96,1.897368,1487296.586339,324,0.3742,0.2018,5
16614,556781,60,33.51,9.540401,381.347719,743,0.1226,0.0343,3
525825,2100225,7,3.99,2.05925,214644.022623,7,0.3669,0.2504,5
10964,220679,63,20.13,25.184845,1966.284385,64,0.0533,0.0533,5
12005,135942,26,11.32,6.18487,117.632237,933,0.2455,0.2339,3
2063494,8545814,39,4.14,3.682221,664533.457703,17,0.2419,0.2415,5
1504002,56191987,46,37.36,4.854248,3296.934429,16948,0.2124,0.027,5
